exposure_rank,onet_soc_code,occupation_title,exposure_score,dispersion_sd,n_tasks,passtasks,share_gated,share_phys_gate,share_capability_gate_digital,mean_objverif_pass,mean_ctxindep_pass,exposure_no_analyst,weighting_mode,n_gated,n_analyst_imputed,n_suppressed,small_occ_flag,survey_n,survey_date
47,15-2099.01,Bioinformatics Technicians,0.753395554909936,0.23816175243532514,19,18,0.051714119697850086,0.051714119697850086,0.0,1.5729166666666667,1.6211703431372548,0.753395554909936,IM-weighted,1,0,0,False,66.0,07/2014
48,15-1243.00,Database Architects,0.7529579547855484,0.1657044764396823,25,25,0.0,0.0,0.0,1.6178956264525668,1.327593492499472,0.7529579547855484,IM-weighted,0,0,0,False,21.0,08/2023
49,13-2011.00,Accountants and Auditors,0.7468569276457347,0.258740076031609,29,27,0.06734264269157735,0.06734264269157735,0.0,1.7433598026036634,1.5556264730737277,0.7163540360690519,IM-weighted,2,4,0,False,,
50,15-1255.00,Web and Digital Interface Designers,0.7458333333333335,0.2690324742892988,30,28,0.06666666666666667,0.06666666666666667,0.0,1.5000000000000002,1.5714285714285714,,unweighted,2,30,0,False,,
51,13-1081.01,Logistics Engineers,0.7454579162031888,0.24117654925402932,30,28,0.06664812754912866,0.06664812754912866,0.0,1.7455556659052538,1.5357036448505315,0.7454579162031888,IM-weighted,2,0,0,False,23.0,08/2025
52,43-4171.00,Receptionists and Information Clerks,0.7445326647165345,0.40841423569916535,18,14,0.22426521799693555,0.22426521799693555,0.0,2.0,1.8391093553600286,0.7445326647165345,IM-weighted,4,0,0,False,91.0,08/2023
53,17-2199.05,Mechatronics Engineers,0.7424882345842885,0.2537283571713643,23,21,0.08929648847592615,0.08929648847592615,0.0,1.9057903802835565,1.6606598648469593,0.7424882345842885,IM-weighted,2,0,0,False,58.0,08/2022
54,15-1299.02,Geographic Information Systems Technologists and Technicians,0.7402516566603805,0.21692454931154417,29,28,0.03418862570721664,0.03418862570721664,0.0,1.6186417298149443,1.547191917020476,0.7535499247365781,IM-weighted,1,3,0,False,,
55,13-1041.08,Customs Brokers,0.7365304671261349,0.3067686606105615,23,20,0.12350946285964334,0.12350946285964334,0.0,1.7885671492760855,1.6562656015976034,0.7365304671261349,IM-weighted,3,0,0,False,20.0,07/2017
56,19-4099.03,Remote Sensing Technicians,0.7359298502915526,0.31894883999516005,21,18,0.14296341955916425,0.0924607307586031,0.05050268880056114,1.8895282028388851,1.8337260153931372,0.7266403808957002,IM-weighted,3,3,0,False,68.0,07/2012
57,15-1251.00,Computer Programmers,0.7339181286549707,0.23448282533344553,17,16,0.06562703053931124,0.06562703053931124,0.0,1.7249652294853963,1.558762169680111,0.7339181286549707,IM-weighted,1,0,0,False,70.0,08/2018
58,15-2041.01,Biostatisticians,0.7327564553400984,0.22245241068002838,25,24,0.03295488797347533,0.03295488797347533,0.0,1.5074285714285716,1.5105454545454544,0.7327564553400984,IM-weighted,1,0,0,False,24.0,08/2021
59,15-1299.05,Information Security Engineers,0.7304560768654856,0.11562595242139075,20,20,0.0,0.0,0.0,1.7488145744946344,1.1482405789867731,0.7304560768654856,IM-weighted,0,0,0,False,19.0,08/2025
60,43-4011.00,Brokerage Clerks,0.7276662484316186,0.39839106973458815,10,8,0.2025094102885822,0.2025094102885822,0.0,1.855254877281309,1.710509754562618,0.7276662484316186,IM-weighted,2,0,0,False,56.0,07/2014
61,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",0.7247565351102,0.36194934742007556,31,26,0.16410387835298137,0.16410387835298137,0.0,1.8163515585079202,1.6594787940725597,0.7247565351102,IM-weighted,5,0,0,False,167.0,08/2019
62,51-9162.00,Computer Numerically Controlled Tool Programmers,0.7243559718969556,0.3414808451221469,16,13,0.1711163153786105,0.1711163153786105,0.0,2.0,1.8408363156903373,0.7243559718969556,IM-weighted,3,0,0,False,70.0,08/2025
63,13-1199.06,Online Merchants,0.7194613896741555,0.2976344269068011,34,31,0.08837970540098197,0.08837970540098197,0.0,1.426391382405745,1.4618899951036397,0.7194613896741555,IM-weighted,3,0,0,False,75.0,07/2014
64,27-3042.00,Technical Writers,0.7191347469220248,0.34280800150013213,15,13,0.12517099863201098,0.12517099863201098,0.0,1.552189210320563,1.695856137607506,0.7191347469220248,IM-weighted,2,0,0,False,89.0,07/2012
65,13-2041.00,Credit Analysts,0.718729022152607,0.2563137093011322,11,10,0.06891922130230477,0.0,0.06891922130230477,1.702956020187455,1.4369142033165105,0.718729022152607,IM-weighted,1,0,0,False,20.0,08/2020
66,17-2112.02,Validation Engineers,0.7161223607852822,0.25497469248280275,21,19,0.09606124212865787,0.09606124212865787,0.0,1.6922551563993988,1.64554022674498,0.7161223607852822,IM-weighted,2,0,0,False,20.0,08/2018
67,43-3011.00,Bill and Account Collectors,0.7151997753530167,0.3208995240535869,15,13,0.12018613607188705,0.12018613607188705,0.0,1.6850264453766188,1.3656757249680833,0.7151997753530167,IM-weighted,2,0,0,False,70.0,08/2018
68,15-1299.07,Blockchain Engineers,0.713235294117647,0.22181034013232875,17,16,0.058823529411764705,0.058823529411764705,0.0,1.75,1.3125,,unweighted,1,17,0,False,,
69,13-1161.01,Search Marketing Strategists,0.7122768209827777,0.14409724973723717,36,36,0.0,0.0,0.0,1.4464370358666454,1.1650339706114707,0.7122768209827777,IM-weighted,0,0,0,False,23.0,08/2021
70,15-1299.04,Penetration Testers,0.7102272727272727,0.20080223917127604,22,21,0.045454545454545456,0.045454545454545456,0.0,1.5238095238095237,1.4285714285714286,,unweighted,1,22,0,False,,
71,43-4071.00,File Clerks,0.7093285562632697,0.4315214348542607,19,14,0.255307855626327,0.255307855626327,0.0,1.9214183891660728,1.9214183891660728,0.7093285562632697,IM-weighted,5,0,0,False,62.0,08/2025
72,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,0.7074994409660108,0.4177287395733257,21,16,0.24966457960644006,0.24966457960644006,0.0,1.9521680822530174,1.8809417374459843,0.7074994409660108,IM-weighted,5,0,0,False,65.0,07/2013
73,17-2141.02,Automotive Engineers,0.7071803048319099,0.2273678950195166,25,24,0.04594097935358339,0.04594097935358339,0.0,1.6336958984817587,1.3746884205755725,0.7071803048319099,IM-weighted,1,0,0,False,21.0,08/2022
74,19-1029.01,Bioinformatics Scientists,0.7069677920610256,0.17819468658772003,20,20,0.0,0.0,0.0,1.464472383104958,1.24664500635683,0.7069677920610256,IM-weighted,0,0,0,False,81.0,07/2012
75,13-1041.07,Regulatory Affairs Specialists,0.7018184609985083,0.22463236368588954,30,28,0.061244187066771955,0.061244187066771955,0.0,1.538087671745023,1.402934853724647,0.7018184609985083,IM-weighted,2,0,0,False,20.0,08/2019
76,43-6012.00,Legal Secretaries and Administrative Assistants,0.7013226561094114,0.3842447301950539,14,11,0.2107252114450243,0.2107252114450243,0.0,1.8244414044687642,1.8253533971728226,0.7013226561094114,IM-weighted,3,0,0,False,57.0,08/2024
77,17-2199.11,Solar Energy Systems Engineers,0.7003947908121412,0.3120695936835605,13,11,0.15032813781788354,0.15032813781788354,0.0,1.8073859522085445,1.7011827178373158,0.7003947908121412,IM-weighted,2,0,0,False,28.0,08/2023
78,13-2099.01,Financial Quantitative Analysts,0.6999638728323699,0.21247024306042772,21,20,0.048699421965317916,0.048699421965317916,0.0,1.5134437186692997,1.3291812243657906,0.6999638728323699,IM-weighted,1,0,0,False,20.0,08/2023
79,17-3013.00,Mechanical Drafters,0.6993884707492303,0.3131711919720131,15,13,0.11631885049606568,0.11631885049606568,0.0,1.698993418505614,1.623499806426636,0.6993884707492303,IM-weighted,2,0,0,False,81.0,07/2017
80,13-1199.05,Sustainability Specialists,0.6973034649776452,0.1795133825611487,14,14,0.0,0.0,0.0,1.2123695976154991,1.2138599105812218,0.6973034649776452,IM-weighted,0,0,0,False,23.0,08/2020
81,17-2199.06,Microsystems Engineers,0.6968001932984954,0.3157136614529205,31,26,0.1590302736312923,0.1590302736312923,0.0,1.8502117172034978,1.7435883990333987,0.6640322396901345,IM-weighted,5,6,0,False,58.0,07/2016
82,13-2054.00,Financial Risk Specialists,0.6958333333333334,0.12781551375148303,30,30,0.0,0.0,0.0,1.3333333333333335,1.166666666666667,,unweighted,0,30,0,False,,
83,19-2041.03,Industrial Ecologists,0.6948607527697681,0.21703911478624022,38,35,0.06343906510851421,0.06343906510851421,0.0,1.4178415167719978,1.4941662615459406,0.6948607527697681,IM-weighted,3,0,0,False,23.0,08/2021
84,15-2031.00,Operations Research Analysts,0.694012634866553,0.15646017171011392,17,17,0.0,0.0,0.0,1.335604770017036,1.216496308915389,0.694012634866553,IM-weighted,0,0,0,False,21.0,08/2024
85,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",0.6935643284762228,0.3172842377784206,21,18,0.1323845024285553,0.1323845024285553,0.0,1.6729592500976436,1.5473245671136568,0.6935643284762228,IM-weighted,3,0,0,False,61.0,08/2022
86,15-1299.08,Computer Systems Engineers/Architects,0.6933302910942453,0.23207552215475186,28,26,0.07724084926505906,0.07724084926505906,0.0,1.6213430504945339,1.3895887558563247,0.6933302910942453,IM-weighted,2,0,0,False,22.0,08/2024
87,17-3031.00,Surveying and Mapping Technicians,0.6929491510156287,0.3635248630611976,30,24,0.1998243480610729,0.1998243480610729,0.0,1.879310830054654,1.7966937403961432,0.7783407647615187,IM-weighted,6,11,0,False,,
88,19-3022.00,Survey Researchers,0.6893313298271975,0.23316897791970925,16,15,0.0483846731780616,0.0483846731780616,0.0,1.405495026054003,1.1904310753197538,0.6893313298271975,IM-weighted,1,0,0,False,26.0,08/2025
89,17-2112.00,Industrial Engineers,0.6885518314241269,0.2755282581976811,20,18,0.10422853910338,0.10422853910338,0.0,1.6638774865803596,1.3781180928323336,0.6885518314241269,IM-weighted,2,0,0,False,84.0,08/2020
90,43-2021.00,Telephone Operators,0.6869443960257975,0.35040462809789386,14,12,0.14903259543315325,0.14903259543315325,0.0,1.761368291683736,1.4369111020073742,0.6869443960257975,IM-weighted,2,0,0,False,56.0,08/2024
91,43-5071.00,"Shipping, Receiving, and Inventory Clerks",0.6782359081419624,0.4329209158587078,11,8,0.2767339364416609,0.2767339364416609,0.0,1.8733162283515072,1.8733162283515072,0.6782359081419624,IM-weighted,3,0,0,False,78.0,08/2019
92,17-3011.00,Architectural and Civil Drafters,0.6773511073959322,0.36206721790741414,28,22,0.20356836099266848,0.20356836099266848,0.0,1.9082824995305796,1.7678704688906755,0.6936332402834443,IM-weighted,6,3,0,False,,
93,19-2021.00,Atmospheric and Space Scientists,0.676387385614484,0.2948607721027095,27,23,0.13765620387680805,0.13765620387680805,0.0,1.6688726608854405,1.6060018256503883,0.676387385614484,IM-weighted,4,0,0,False,20.0,08/2024
94,13-2072.00,Loan Officers,0.671210668633235,0.3200239618367669,30,27,0.1044739429695182,0.1044739429695182,0.0,1.5382706560527035,1.2759099643151246,0.588901179941003,IM-weighted,3,13,0,False,63.0,08/2020
95,13-1161.00,Market Research Analysts and Marketing Specialists,0.6707264132741655,0.21995587846816822,13,12,0.0704225352112676,0.0704225352112676,0.0,1.4171855541718554,1.3551266085512657,0.6707264132741655,IM-weighted,1,0,0,False,23.0,08/2018
96,17-2011.00,Aerospace Engineers,0.6694595410628018,0.255486359744803,16,15,0.07045088566827697,0.07045088566827697,0.0,1.6064584235599826,1.1653583802511909,0.6400966183574879,IM-weighted,1,2,0,False,72.0,07/2015
97,13-2031.00,Budget Analysts,0.6679914695618459,0.2609785592345094,13,12,0.07386583947266384,0.07386583947266384,0.0,1.429348963784802,1.2677412602051494,0.6679914695618459,IM-weighted,1,0,0,False,55.0,08/2024
98,19-2099.01,Remote Sensing Scientists and Technologists,0.6649455349439172,0.31125217608158967,24,20,0.15552200172562555,0.15552200172562555,0.0,1.6727969348659,1.6195402298850572,0.6649455349439172,IM-weighted,4,0,0,False,25.0,08/2023
99,11-9121.02,Water Resource Specialists,0.6641877207280631,0.2983873145468341,21,18,0.1270035316490084,0.1270035316490084,0.0,1.546600280068461,1.600746849229812,0.6641877207280631,IM-weighted,3,0,0,False,22.0,08/2020
100,29-9021.00,Health Information Technologists and Medical Registrars,0.6640625,0.32391269440043563,16,14,0.125,0.125,0.0,1.5714285714285714,1.4285714285714286,,unweighted,2,16,0,False,,
101,11-9199.01,Regulatory Affairs Managers,0.6624604922900107,0.12593207325890737,27,27,0.0,0.0,0.0,1.3264055167129585,1.0093860741308303,0.6624604922900107,IM-weighted,0,0,0,False,23.0,08/2024
102,15-1241.00,Computer Network Architects,0.6623073035127622,0.2961907733526752,33,28,0.13815179850054754,0.13815179850054754,0.0,1.6533085719870981,1.4516665037630732,0.6623073035127622,IM-weighted,5,0,0,False,20.0,08/2024
103,17-2199.03,"Energy Engineers, Except Wind and Solar",0.6620979065611438,0.3171201703436945,21,18,0.14488128669900432,0.14488128669900432,0.0,1.6078519181967457,1.480370204508135,0.6620979065611438,IM-weighted,3,0,0,False,22.0,07/2016
104,17-2112.03,Manufacturing Engineers,0.660453671229777,0.2990122765529874,24,20,0.15714447335671455,0.15714447335671455,0.0,1.8433557046979872,1.3734228187919464,0.660453671229777,IM-weighted,4,0,0,False,26.0,07/2017
105,17-2041.00,Chemical Engineers,0.6593438781487989,0.34419734347286096,14,11,0.2069908221050576,0.2069908221050576,0.0,1.9118443733070674,1.7397192809652797,0.6593438781487989,IM-weighted,3,0,0,False,23.0,08/2025
106,19-4061.00,Social Science Research Assistants,0.6588975694444446,0.36999364583335126,22,17,0.2214120370370371,0.2214120370370371,0.0,1.8250334473019176,1.6564590456369854,0.6588975694444446,IM-weighted,5,0,0,False,71.0,08/2019
107,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",0.656705890448665,0.2889566449508794,30,27,0.0948802642444261,0.0948802642444261,0.0,1.5230429772898526,1.0238083170297387,0.6663914120561518,IM-weighted,3,4,0,False,267.0,08/2022
108,11-3071.04,Supply Chain Managers,0.6564596159147292,0.2674298686237283,30,27,0.09932922907286591,0.09932922907286591,0.0,1.6343603346255864,1.1522138339114467,0.6564596159147292,IM-weighted,3,0,0,False,21.0,07/2017
109,11-9199.02,Compliance Managers,0.6539527675921076,0.21861473236940365,29,28,0.035708049589663,0.035708049589663,0.0,1.282571299230421,1.0656405613399729,0.6539527675921076,IM-weighted,1,0,0,False,77.0,08/2019
110,15-1211.00,Computer Systems Analysts,0.6519448419409392,0.24282260406199369,22,20,0.08481852478209964,0.08481852478209964,0.0,1.5637526652452025,1.183368869936034,0.6519448419409392,IM-weighted,2,0,0,False,65.0,08/2023
111,17-2071.00,Electrical Engineers,0.6517376330619914,0.2963613115239969,22,19,0.13587977457733252,0.13587977457733252,0.0,1.6763768115942028,1.4657971014492752,0.6517376330619914,IM-weighted,3,0,0,False,56.0,08/2023
112,25-4011.00,Archivists,0.6500364497904138,0.18564655228339547,13,13,0.0,0.0,0.0,1.1866229269181705,1.08529250956807,0.6500364497904138,IM-weighted,0,0,0,False,31.0,08/2024
113,15-1231.00,Computer Network Support Specialists,0.6499037779803505,0.3680139343950876,26,20,0.22860326142003443,0.22860326142003443,0.0,1.9097951680672272,1.5908613445378152,0.6499037779803505,IM-weighted,6,0,0,False,118.0,07/2014
114,43-4061.00,"Eligibility Interviewers, Government Programs",0.648447335291649,0.3457696031567284,17,14,0.17694782487061123,0.17694782487061123,0.0,1.717029231815092,1.367946974847043,0.648447335291649,IM-weighted,3,0,0,False,82.0,08/2023
115,17-2061.00,Computer Hardware Engineers,0.6467316249808193,0.31690646002522915,18,15,0.1658738683443302,0.1658738683443302,0.0,1.5654893303899924,1.56990434142752,0.6467316249808193,IM-weighted,3,0,0,False,29.0,08/2021
116,11-9199.10,Wind Energy Development Managers,0.6441497939437376,0.23478861272769241,15,14,0.07238846084931015,0.07238846084931015,0.0,1.5058914429206103,1.193741549159745,0.6441497939437376,IM-weighted,1,0,0,False,53.0,07/2016
117,15-1212.00,Information Security Analysts,0.6435871518418688,0.2700670082506136,11,10,0.08557951482479785,0.08557951482479785,0.0,1.517071972488332,1.113485630066323,0.6435871518418688,IM-weighted,1,0,0,False,72.0,08/2018
118,17-2199.07,Photonics Engineers,0.6416627960984672,0.32995264174105826,26,21,0.17614955875522526,0.17614955875522526,0.0,1.7097956307258628,1.5663143058491893,0.6416627960984672,IM-weighted,5,0,0,False,23.0,08/2018
119,13-1199.04,Business Continuity Planners,0.6398938665415738,0.1662474227659271,21,21,0.0,0.0,0.0,1.1104726163949807,1.0473789140377625,0.6398938665415738,IM-weighted,0,0,0,False,23.0,08/2025
120,15-1252.00,Software Developers,0.6361967997360606,0.2838203059221866,17,15,0.11976245463543383,0.11976245463543383,0.0,1.4906296851574217,1.291416791604198,0.6361967997360606,IM-weighted,2,0,0,False,72.0,08/2025
121,43-9061.00,"Office Clerks, General",0.6332410337552742,0.4441622684337304,20,14,0.2939082278481012,0.2939082278481012,0.0,1.7671335200746967,1.700280112044818,0.6332410337552742,IM-weighted,6,0,0,False,233.0,08/2018
122,11-3061.00,Purchasing Managers,0.6330042506513094,0.2463443479316737,18,17,0.05635540929658578,0.05635540929658578,0.0,1.325341470502761,1.041993606509736,0.6330042506513094,IM-weighted,1,0,0,False,19.0,08/2023
123,19-4044.00,Hydrologic Technicians,0.6328125,0.3201218945085606,16,13,0.1875,0.1875,0.0,1.8461538461538463,1.5384615384615385,,unweighted,3,16,0,False,,
